SKU,Subagencia,Marzo,Abril,Mayo
104,10008,674.3552501,733.2059033,714.0161464
104,10009,674.3552501,733.2059033,714.0161464
104,10010,674.3552501,733.2059033,714.0161464
104,10011,674.3552501,733.2059033,714.0161464
104,10012,674.3552501,733.2059033,714.0161464
104,10026,674.3552501,733.2059033,714.0161464
104,10027,674.3552501,733.2059033,714.0161464
104,10031,674.3552501,733.2059033,714.0161464
104,10048,674.3552501,733.2059033,714.0161464
104,10058,674.3552501,733.2059033,714.0161464
104,10060,674.3552501,733.2059033,714.0161464
104,10063,674.3552501,733.2059033,714.0161464
104,10073,674.3552501,733.2059033,714.0161464
104,10077,674.3552501,733.2059033,714.0161464
104,10080,674.3552501,733.2059033,714.0161464
104,10081,674.3552501,733.2059033,714.0161464
104,10082,674.3552501,733.2059033,714.0161464
104,10083,674.3552501,733.2059033,714.0161464
104,10087,674.3552501,733.2059033,714.0161464
104,10091,674.3552501,733.2059033,714.0161464
104,10092,674.3552501,733.2059033,714.0161464
104,10093,674.3552501,733.2059033,714.0161464
104,10096,674.3552501,733.2059033,714.0161464
104,10100,674.3552501,733.2059033,714.0161464
104,10102,674.3552501,733.2059033,714.0161464
104,10105,674.3552501,733.2059033,714.0161464
104,10106,674.3552501,733.2059033,714.0161464
104,10110,674.3552501,733.2059033,714.0161464
104,10114,674.3552501,733.2059033,714.0161464
104,10118,674.3552501,733.2059033,714.0161464
104,10119,674.3552501,733.2059033,714.0161464
104,10122,674.3552501,733.2059033,714.0161464
104,10129,674.3552501,733.2059033,714.0161464
104,10130,674.3552501,733.2059033,714.0161464
104,10131,674.3552501,733.2059033,714.0161464
104,10133,674.3552501,733.2059033,714.0161464
104,10134,674.3552501,733.2059033,714.0161464
104,10135,674.3552501,733.2059033,714.0161464
104,10136,674.3552501,733.2059033,714.0161464
104,10141,674.3552501,733.2059033,714.0161464
104,10159,674.3552501,733.2059033,714.0161464
104,10161,674.3552501,733.2059033,714.0161464
104,10169,674.3552501,733.2059033,714.0161464
104,10176,674.3552501,733.2059033,714.0161464
104,10186,674.3552501,733.2059033,714.0161464
104,10188,674.3552501,733.2059033,714.0161464
104,10189,674.3552501,733.2059033,714.0161464
104,10229,674.3552501,733.2059033,714.0161464
104,10231,674.3552501,733.2059033,714.0161464
104,10240,674.3552501,733.2059033,714.0161464
104,10241,674.3552501,733.2059033,714.0161464
104,10254,674.3552501,733.2059033,714.0161464
104,10259,674.3552501,733.2059033,714.0161464
105,10006,674.3552501,733.2059033,714.0161464
105,10007,674.3552501,733.2059033,714.0161464
105,10008,674.3552501,733.2059033,714.0161464
105,10010,674.3552501,733.2059033,714.0161464
105,10011,674.3552501,733.2059033,714.0161464
105,10012,674.3552501,733.2059033,714.0161464
105,10026,674.3552501,733.2059033,714.0161464
105,10027,674.3552501,733.2059033,714.0161464
105,10048,674.3552501,733.2059033,714.0161464
105,10058,674.3552501,733.2059033,714.0161464
105,10060,674.3552501,733.2059033,714.0161464
105,10063,674.3552501,733.2059033,714.0161464
105,10073,674.3552501,733.2059033,714.0161464
105,10091,674.3552501,733.2059033,714.0161464
105,10092,674.3552501,733.2059033,714.0161464
105,10096,674.3552501,733.2059033,714.0161464
105,10100,674.3552501,733.2059033,714.0161464
105,10102,674.3552501,733.2059033,714.0161464
105,10129,674.3552501,733.2059033,714.0161464
105,10141,674.3552501,733.2059033,714.0161464
105,10169,674.3552501,733.2059033,714.0161464
105,10176,674.3552501,733.2059033,714.0161464
105,10186,674.3552501,733.2059033,714.0161464
105,10188,674.3552501,733.2059033,714.0161464
105,10189,674.3552501,733.2059033,714.0161464
105,10241,674.3552501,733.2059033,714.0161464
105,10254,674.3552501,733.2059033,714.0161464
106,10006,674.3552501,733.2059033,714.0161464
106,10007,674.3552501,733.2059033,714.0161464
106,10008,674.3552501,733.2059033,714.0161464
106,10009,674.3552501,733.2059033,714.0161464
106,10010,674.3552501,733.2059033,714.0161464
106,10011,674.3552501,733.2059033,714.0161464
106,10026,674.3552501,733.2059033,714.0161464
106,10093,674.3552501,733.2059033,714.0161464
106,10105,674.3552501,733.2059033,714.0161464
107,10006,674.3552501,733.2059033,714.0161464
107,10007,674.3552501,733.2059033,714.0161464
107,10008,674.3552501,733.2059033,714.0161464
107,10009,674.3552501,733.2059033,714.0161464
107,10010,674.3552501,733.2059033,714.0161464
107,10011,674.3552501,733.2059033,714.0161464
107,10048,674.3552501,733.2059033,714.0161464
107,10083,674.3552501,733.2059033,714.0161464
107,10087,674.3552501,733.2059033,714.0161464
107,10091,674.3552501,733.2059033,714.0161464
107,10092,674.3552501,733.2059033,714.0161464
107,10105,674.3552501,733.2059033,714.0161464
107,10106,674.3552501,733.2059033,714.0161464
107,10110,674.3552501,733.2059033,714.0161464
107,10122,674.3552501,733.2059033,714.0161464
107,10129,674.3552501,733.2059033,714.0161464
107,10229,674.3552501,733.2059033,714.0161464
107,10231,674.3552501,733.2059033,714.0161464
108,10006,674.3552501,733.2059033,714.0161464
108,10007,674.3552501,733.2059033,714.0161464
108,10008,674.3552501,733.2059033,714.0161464
108,10009,674.3552501,733.2059033,714.0161464
108,10010,674.3552501,733.2059033,714.0161464
108,10011,674.3552501,733.2059033,714.0161464
108,10048,674.3552501,733.2059033,714.0161464
108,10091,674.3552501,733.2059033,714.0161464
108,10092,674.3552501,733.2059033,714.0161464
108,10118,674.3552501,733.2059033,714.0161464
108,10122,674.3552501,733.2059033,714.0161464
108,10129,674.3552501,733.2059033,714.0161464
108,10131,674.3552501,733.2059033,714.0161464
110,10092,674.3552501,733.2059033,714.0161464
111,10007,674.3552501,733.2059033,714.0161464
111,10116,674.3552501,733.2059033,714.0161464
111,10197,674.3552501,733.2059033,714.0161464
111,10198,674.3552501,733.2059033,714.0161464
111,10199,674.3552501,733.2059033,714.0161464
111,10203,674.3552501,733.2059033,714.0161464
111,10204,674.3552501,733.2059033,714.0161464
112,10007,674.3552501,733.2059033,714.0161464
112,10197,674.3552501,733.2059033,714.0161464
113,10007,674.3552501,733.2059033,714.0161464
114,10007,674.3552501,733.2059033,714.0161464
115,10007,674.3552501,733.2059033,714.0161464
116,10007,674.3552501,733.2059033,714.0161464
117,10007,674.3552501,733.2059033,714.0161464
118,10007,674.3552501,733.2059033,714.0161464
119,10007,674.3552501,733.2059033,714.0161464
119,10161,674.3552501,733.2059033,714.0161464
119,10197,674.3552501,733.2059033,714.0161464
12,10116,674.3552501,733.2059033,714.0161464
12,10146,674.3552501,733.2059033,714.0161464
12,10156,674.3552501,733.2059033,714.0161464
12,10194,674.3552501,733.2059033,714.0161464
12,10197,674.3552501,733.2059033,714.0161464
12,10198,674.3552501,733.2059033,714.0161464
12,10199,674.3552501,733.2059033,714.0161464
12,10203,674.3552501,733.2059033,714.0161464
12,10204,674.3552501,733.2059033,714.0161464
121,10007,674.3552501,733.2059033,714.0161464
122,10007,674.3552501,733.2059033,714.0161464
124,10007,674.3552501,733.2059033,714.0161464
125,10027,674.3552501,733.2059033,714.0161464
125,10031,674.3552501,733.2059033,714.0161464
125,10060,674.3552501,733.2059033,714.0161464
125,10116,674.3552501,733.2059033,714.0161464
125,10118,674.3552501,733.2059033,714.0161464
125,10119,674.3552501,733.2059033,714.0161464
125,10122,674.3552501,733.2059033,714.0161464
125,10141,674.3552501,733.2059033,714.0161464
125,10169,674.3552501,733.2059033,714.0161464
125,10240,674.3552501,733.2059033,714.0161464
126,10003,674.3552501,733.2059033,714.0161464
126,10005,674.3552501,733.2059033,714.0161464
126,10006,674.3552501,733.2059033,714.0161464
126,10008,674.3552501,733.2059033,714.0161464
126,10010,674.3552501,733.2059033,714.0161464
126,10011,674.3552501,733.2059033,714.0161464
126,10026,674.3552501,733.2059033,714.0161464
126,10031,674.3552501,733.2059033,714.0161464
126,10037,674.3552501,733.2059033,714.0161464
126,10038,674.3552501,733.2059033,714.0161464
126,10039,674.3552501,733.2059033,714.0161464
126,10040,674.3552501,733.2059033,714.0161464
126,10041,674.3552501,733.2059033,714.0161464
126,10043,674.3552501,733.2059033,714.0161464
126,10048,674.3552501,733.2059033,714.0161464
126,10050,674.3552501,733.2059033,714.0161464
126,10058,674.3552501,733.2059033,714.0161464
126,10059,674.3552501,733.2059033,714.0161464
126,10060,674.3552501,733.2059033,714.0161464
126,10083,674.3552501,733.2059033,714.0161464
126,10087,674.3552501,733.2059033,714.0161464
126,10091,674.3552501,733.2059033,714.0161464
126,10092,674.3552501,733.2059033,714.0161464
126,10093,674.3552501,733.2059033,714.0161464
126,10096,674.3552501,733.2059033,714.0161464
126,10100,674.3552501,733.2059033,714.0161464
126,10105,674.3552501,733.2059033,714.0161464
126,10106,674.3552501,733.2059033,714.0161464
126,10110,674.3552501,733.2059033,714.0161464
126,10114,674.3552501,733.2059033,714.0161464
126,10116,674.3552501,733.2059033,714.0161464
126,10118,674.3552501,733.2059033,714.0161464
126,10119,674.3552501,733.2059033,714.0161464
126,10122,674.3552501,733.2059033,714.0161464
126,10129,674.3552501,733.2059033,714.0161464
126,10130,674.3552501,733.2059033,714.0161464
126,10131,674.3552501,733.2059033,714.0161464
126,10135,674.3552501,733.2059033,714.0161464
126,10141,674.3552501,733.2059033,714.0161464
126,10146,674.3552501,733.2059033,714.0161464
126,10156,674.3552501,733.2059033,714.0161464
126,10161,674.3552501,733.2059033,714.0161464
126,10186,674.3552501,733.2059033,714.0161464
126,10194,674.3552501,733.2059033,714.0161464
126,10197,674.3552501,733.2059033,714.0161464
126,10198,674.3552501,733.2059033,714.0161464
126,10199,674.3552501,733.2059033,714.0161464
126,10203,674.3552501,733.2059033,714.0161464
126,10204,674.3552501,733.2059033,714.0161464
126,10233,674.3552501,733.2059033,714.0161464
126,10234,674.3552501,733.2059033,714.0161464
126,10235,674.3552501,733.2059033,714.0161464
126,10237,674.3552501,733.2059033,714.0161464
126,10240,674.3552501,733.2059033,714.0161464
126,10245,674.3552501,733.2059033,714.0161464
126,10246,674.3552501,733.2059033,714.0161464
126,10249,674.3552501,733.2059033,714.0161464
126,10257,674.3552501,733.2059033,714.0161464
127,10011,674.3552501,733.2059033,714.0161464
127,10048,674.3552501,733.2059033,714.0161464
127,10083,674.3552501,733.2059033,714.0161464
127,10091,674.3552501,733.2059033,714.0161464
127,10093,674.3552501,733.2059033,714.0161464
127,10105,674.3552501,733.2059033,714.0161464
127,10106,674.3552501,733.2059033,714.0161464
127,10110,674.3552501,733.2059033,714.0161464
127,10118,674.3552501,733.2059033,714.0161464
127,10119,674.3552501,733.2059033,714.0161464
127,10129,674.3552501,733.2059033,714.0161464
127,10130,674.3552501,733.2059033,714.0161464
127,10131,674.3552501,733.2059033,714.0161464
127,10136,674.3552501,733.2059033,714.0161464
127,10141,674.3552501,733.2059033,714.0161464
127,10169,674.3552501,733.2059033,714.0161464
128,10083,674.3552501,733.2059033,714.0161464
128,10091,674.3552501,733.2059033,714.0161464
128,10093,674.3552501,733.2059033,714.0161464
128,10118,674.3552501,733.2059033,714.0161464
128,10119,674.3552501,733.2059033,714.0161464
128,10129,674.3552501,733.2059033,714.0161464
128,10130,674.3552501,733.2059033,714.0161464
128,10131,674.3552501,733.2059033,714.0161464
128,10136,674.3552501,733.2059033,714.0161464
129,10083,674.3552501,733.2059033,714.0161464
129,10087,674.3552501,733.2059033,714.0161464
129,10091,674.3552501,733.2059033,714.0161464
129,10093,674.3552501,733.2059033,714.0161464
129,10118,674.3552501,733.2059033,714.0161464
129,10119,674.3552501,733.2059033,714.0161464
129,10129,674.3552501,733.2059033,714.0161464
129,10131,674.3552501,733.2059033,714.0161464
130,10011,674.3552501,733.2059033,714.0161464
130,10048,674.3552501,733.2059033,714.0161464
130,10176,674.3552501,733.2059033,714.0161464
131,10011,674.3552501,733.2059033,714.0161464
131,10048,674.3552501,733.2059033,714.0161464
131,10176,674.3552501,733.2059033,714.0161464
132,10006,674.3552501,733.2059033,714.0161464
132,10007,674.3552501,733.2059033,714.0161464
132,10008,674.3552501,733.2059033,714.0161464
132,10009,674.3552501,733.2059033,714.0161464
132,10010,674.3552501,733.2059033,714.0161464
132,10011,674.3552501,733.2059033,714.0161464
132,10048,674.3552501,733.2059033,714.0161464
133,10006,674.3552501,733.2059033,714.0161464
133,10007,674.3552501,733.2059033,714.0161464
133,10008,674.3552501,733.2059033,714.0161464
133,10009,674.3552501,733.2059033,714.0161464
133,10010,674.3552501,733.2059033,714.0161464
133,10011,674.3552501,733.2059033,714.0161464
133,10026,674.3552501,733.2059033,714.0161464
134,10011,674.3552501,733.2059033,714.0161464
134,10048,674.3552501,733.2059033,714.0161464
134,10176,674.3552501,733.2059033,714.0161464
135,10006,674.3552501,733.2059033,714.0161464
135,10007,674.3552501,733.2059033,714.0161464
135,10008,674.3552501,733.2059033,714.0161464
135,10009,674.3552501,733.2059033,714.0161464
135,10010,674.3552501,733.2059033,714.0161464
135,10011,674.3552501,733.2059033,714.0161464
135,10012,674.3552501,733.2059033,714.0161464
135,10048,674.3552501,733.2059033,714.0161464
135,10083,674.3552501,733.2059033,714.0161464
135,10091,674.3552501,733.2059033,714.0161464
135,10134,674.3552501,733.2059033,714.0161464
136,10006,674.3552501,733.2059033,714.0161464
136,10007,674.3552501,733.2059033,714.0161464
136,10008,674.3552501,733.2059033,714.0161464
136,10009,674.3552501,733.2059033,714.0161464
136,10010,674.3552501,733.2059033,714.0161464
136,10011,674.3552501,733.2059033,714.0161464
136,10012,674.3552501,733.2059033,714.0161464
136,10026,674.3552501,733.2059033,714.0161464
136,10241,674.3552501,733.2059033,714.0161464
137,10011,674.3552501,733.2059033,714.0161464
137,10048,674.3552501,733.2059033,714.0161464
138,10006,674.3552501,733.2059033,714.0161464
138,10007,674.3552501,733.2059033,714.0161464
138,10008,674.3552501,733.2059033,714.0161464
138,10009,674.3552501,733.2059033,714.0161464
138,10010,674.3552501,733.2059033,714.0161464
138,10011,674.3552501,733.2059033,714.0161464
138,10026,674.3552501,733.2059033,714.0161464
138,10048,674.3552501,733.2059033,714.0161464
138,10091,674.3552501,733.2059033,714.0161464
138,10241,674.3552501,733.2059033,714.0161464
139,10006,674.3552501,733.2059033,714.0161464
139,10007,674.3552501,733.2059033,714.0161464
139,10008,674.3552501,733.2059033,714.0161464
139,10009,674.3552501,733.2059033,714.0161464
139,10010,674.3552501,733.2059033,714.0161464
139,10011,674.3552501,733.2059033,714.0161464
139,10048,674.3552501,733.2059033,714.0161464
140,10011,674.3552501,733.2059033,714.0161464
140,10048,674.3552501,733.2059033,714.0161464
140,10169,674.3552501,733.2059033,714.0161464
140,10176,674.3552501,733.2059033,714.0161464
141,10091,674.3552501,733.2059033,714.0161464
142,10006,674.3552501,733.2059033,714.0161464
142,10007,674.3552501,733.2059033,714.0161464
142,10008,674.3552501,733.2059033,714.0161464
142,10010,674.3552501,733.2059033,714.0161464
142,10011,674.3552501,733.2059033,714.0161464
142,10091,674.3552501,733.2059033,714.0161464
143,10011,674.3552501,733.2059033,714.0161464
143,10176,674.3552501,733.2059033,714.0161464
144,10006,674.3552501,733.2059033,714.0161464
144,10007,674.3552501,733.2059033,714.0161464
144,10008,674.3552501,733.2059033,714.0161464
144,10009,674.3552501,733.2059033,714.0161464
144,10010,674.3552501,733.2059033,714.0161464
144,10011,674.3552501,733.2059033,714.0161464
144,10012,674.3552501,733.2059033,714.0161464
144,10026,674.3552501,733.2059033,714.0161464
144,10027,674.3552501,733.2059033,714.0161464
144,10048,674.3552501,733.2059033,714.0161464
144,10188,674.3552501,733.2059033,714.0161464
